2025-01-20 15:13:27 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:14:04 - INFO - SHIP_ID=T20231108006 | OP_INDEX=12 | SECTION=0 | START_TIME=2024-03-02 11:17:58 | LOG_ENTRY=The data length is 10 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:14:04 - INFO - SHIP_ID=T20231108006 | OP_INDEX=13 | SECTION=0 | START_TIME=2024-03-02 23:08:29 | LOG_ENTRY=The data length is 11 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:14:04 - INFO - SHIP_ID=T20231108006 | OP_INDEX=14 | SECTION=0 | START_TIME=2024-03-02 23:20:02 | LOG_ENTRY=The data length is 11 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:14:05 - INFO - SHIP_ID=T20231108006 | OP_INDEX=15 | SECTION=0 | START_TIME=2024-03-02 23:31:23 | LOG_ENTRY=The data length is 11 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:14:05 - INFO - SHIP_ID=T20231108006 | OP_INDEX=16 | SECTION=0 | START_TIME=2024-03-02 23:42:50 | LOG_ENTRY=The data length is 11 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:14:05 - INFO - SHIP_ID=T20231108006 | OP_INDEX=17 | SECTION=0 | START_TIME=2024-03-02 23:54:27 | LOG_ENTRY=The data length is 16 and does not satisfy the condition | TYPE=data_length_limit | IS_PROCESSED=False
2025-01-20 15:17:08 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:17:08 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:17:11 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 15:26:23 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:26:23 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:26:26 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 15:33:28 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:33:28 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:33:31 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 15:36:04 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:36:04 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:36:07 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 15:44:30 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:44:31 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:44:33 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 15:52:05 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:52:06 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 15:52:08 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:01:22 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:01:22 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:01:25 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:33:20 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:33:20 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:33:23 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:37:41 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:37:41 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:37:44 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:40:26 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:40:27 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:40:29 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:43:36 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:43:36 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:43:39 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:45:33 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:45:34 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:45:36 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
2025-01-20 16:51:17 - INFO - SHIP_ID=T20231107001 | OP_INDEX=324 | SECTION=0 | START_TIME=2024-06-21 08:54:57 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:51:17 - INFO - SHIP_ID=T20231107001 | OP_INDEX=325 | SECTION=0 | START_TIME=2024-06-21 11:40:00 | LOG_ENTRY=The op_type is deballast | TYPE=preprocessing | IS_PROCESSED=False
2025-01-20 16:51:20 - INFO - SHIP_ID=T20231107001 | OP_INDEX=327 | SECTION=0 | START_TIME=2024-06-29 09:39:11 | LOG_ENTRY=The results were derived from the model and statistics package | TYPE=all | IS_PROCESSED=True
